رقم الصفقة,التصنيف,النوع,سعر الصفقة (ريال),المساحة (متر مربع),سعر المتر المربع (ريال),تاريخ الصفقة,المنطقة,المدينة,الحي,المخطط,القطعة,الملاحظات
28478017,تجاري,قطعة أرض,0,863٫20,0,20/03/2025,الشرقية,حفر الباطن,قرطبة,85/ ح,445,هبة
28477997,سكني,قطعة أرض,900000,253٫00,3557,20/03/2025,الرياض,الرياض,الفاخرية,بدون,بدون,
28477984,أخرى,أخرى,295000,622٫00,474,20/03/2025,القصيم,الرس,وادي الرمة,369 / ق,3603,
28477974,سكني,شقة,760000,142٫14,5346,20/03/2025,مكة المكرمة,جده,السلامة,3 / 63 / 1 / ع,2 / أ,
28477973,أخرى,أخرى,0,745٫89,0,20/03/2025,جيزان,ضمد,خبت الفلق,بدون,291,هبة
28477950,تجاري,قطعة أرض,0,872٫23,0,20/03/2025,الشرقية,حفر الباطن,قرطبة,85/ ح,444,هبة
28477948,أخرى,شقة,511000,190٫24,2686,20/03/2025,عسير,محايل عسير,السلامة,78 / 1417 / ع / 8,2 / 2,صفقة بتمويل
28477947,سكني,قطعة أرض,772800,336٫00,2300,20/03/2025,الرياض,الرياض,النظيم,3968,4692,
28477945,سكني,قطعة أرض,0,1260٫00,0,20/03/2025,الشرقية,حفر الباطن,قرطبة,85/ ح,446,هبة
28477938,أخرى,أخرى,0,534٫50,0,20/03/2025,جيزان,بيش,الريان,404 / 1427 / ع / 3(المعدل) / س /2,221,صفقة بتمويل
28477923,سكني,شقة,760000,142٫14,5346,20/03/2025,مكة المكرمة,جده,السلامة,3 / 63 / 1 / ع,4 / أ,
28477918,أخرى,أخرى,0,165٫00,0,20/03/2025,الرياض,الرياض,النرجس,2737,2990,هبة/ مشترك أو مشاع
28477917,أخرى,أخرى,0,165٫00,0,20/03/2025,الرياض,الرياض,النرجس,2737,2990,هبة/ مشترك أو مشاع
28477915,أخرى,أخرى,0,165٫00,0,20/03/2025,الرياض,الرياض,النرجس,2737,2990,هبة/ مشترك أو مشاع
28477914,أخرى,أخرى,400000,375٫00,1066,20/03/2025,الشرقية,الخبر,الرجاء,2 / 419 معدل,273 / 2 / أ,
28477910,سكني,قطعة أرض,0,700٫00,0,20/03/2025,الرياض,الرياض,المونسية,2978,532/1,هبة
28477905,سكني,شقة,700000,198٫38,3528,20/03/2025,تبوك,تبوك,الاخضر,585/ 38,1/1,صفقة بتمويل
28477901,سكني,قطعة أرض,100000,88٫10,1135,20/03/2025,الرياض,الرياض,اليمامة,بدون,بدون,
28477895,أخرى,أخرى,5000000,894٫58,5589,20/03/2025,الرياض,الرياض,المهدية,2566 / أ,3047,
28477893,أخرى,أخرى,0,325٫58,0,20/03/2025,الشرقية,الخبر,بدون,بدون الارشادى بالثقبة,5,فرز/دمج
28477891,أخرى,أخرى,4424625,655٫50,6750,20/03/2025,الرياض,الرياض,العارض,3868,41,
28477871,أخرى,أخرى,0,745٫00,0,20/03/2025,الشرقية,حفر الباطن,السلمانية,ش / ر / 348 / ح/1445هـ,217,هبة
28477852,أخرى,أخرى,330000,14965٫95,22,20/03/2025,حايل,حائل,السفن,0001 / ح,2,
28477850,أخرى,أخرى,1782000,540٫00,3300,20/03/2025,الرياض,الرياض,المرجان,3532,920,
28477845,سكني,قطعة أرض,2750000,500٫75,5491,20/03/2025,مكة المكرمة,جده,البوادى,3 / 160 / ع,6 / 34,
28477844,أخرى,أخرى,0,200٫00,0,20/03/2025,الرياض,المجمعه,الملك عبد العزيز,448,329,هبة/ مشترك أو مشاع
28477843,أخرى,أخرى,0,200٫00,0,20/03/2025,الرياض,المجمعه,الملك عبد العزيز,448,329,هبة/ مشترك أو مشاع
28477833,أخرى,أخرى,440000,550٫00,800,20/03/2025,الشرقية,العيون,الرابية,14 / 92,333,
28477832,أخرى,شقة,710000,137٫47,5164,20/03/2025,مكة المكرمة,جده,السلامة,3 / 63 / 1 / ع,1 / أ,
28477826,أخرى,أخرى,980500,450٫00,2178,20/03/2025,الرياض,الرياض,ضاحية نمار,3020 / و,6104 / 1,
28477824,سكني,قطعة أرض,772800,336٫00,2300,20/03/2025,الرياض,الرياض,النظيم,3968,4694,
28477818,أخرى,أخرى,107000000,16870٫00,6342,20/03/2025,مكة المكرمة,جده,النزهة,3 / 477 / ع,عدد العقارات 20-148 / أ-136 / أ-145 / أ-150 / أ-151 / أ-137 / أ-152 / أ-140 / أ-135 / أ-141 / أ-143 / أ-142 / أ-138 / أ-149 / أ-153 / أ-154 / أ-147 / أ-144 / أ-146 / أ-139 / أ,
28477800,أخرى,أخرى,0,704٫00,0,20/03/2025,الشرقية,الخبر,قرطبة,ش خ 529,129,هبة
28477760,أخرى,شقة,540000,134٫10,4026,20/03/2025,مكة المكرمة,جده,النزهة,3 / 477 / ع,5 / 1,
28477751,أخرى,أخرى,0,318٫00,0,20/03/2025,مكة المكرمة,جده,الخالدية,3/ 478/ ع,1505,هبة
28477743,أخرى,أخرى,79500,600٫00,0,20/03/2025,الجوف,العويقيلة,النسيم 2 / ع / د / 1408,بدون,349 / أ,رهن
28477727,أخرى,أخرى,106897,375٫00,285,20/03/2025,القصيم,بريده,القرعاء,ق/ب/2485 المعدل 2,165,
28477707,أخرى,أخرى,1050000,287٫50,3652,20/03/2025,مكة المكرمة,جده,أبحر الشمالية,308 / ب / 1402,290 / 2,
28477702,أخرى,شقة,0,214٫32,0,20/03/2025,حايل,حائل,النفل,1464,2 / 1,هبة
28477701,أخرى,أخرى,1000000,200٫00,5000,20/03/2025,الشرقية,الاحساء,الدانة,4 / 1048,262  /  أ  /  2,صفقة بتمويل
28477697,سكني,قطعة أرض,720000,360٫00,2000,20/03/2025,الرياض,الرياض,النظيم,3968,543,
28477691,أخرى,أخرى,919500,450٫00,2043,20/03/2025,الرياض,الرياض,ضاحية نمار,3020 / و,6104 / 2,
28477688,أخرى,أخرى,0,390٫00,0,20/03/2025,الشرقية,الاحساء,هجر السادس,4 / 640,223,هبة/ مشترك أو مشاع
28477685,سكني,قطعة أرض,454117,769٫69,589,20/03/2025,القصيم,بريده,السلام,1142/ 2/ ق,23,
28477670,أخرى,أخرى,1485000,990٫00,1500,20/03/2025,الرياض,الرياض,ضاحية نمار,1629 / ط 2,591,
28477658,أخرى,أخرى,231250,358٫75,644,20/03/2025,الرياض,الخرج,النهضة,بدون,58,
28477653,تجاري,قطعة أرض,582330,600٫27,970,20/03/2025,مكة المكرمة,مكة المكرمة,مخطط ولى العهد 9 جزء ب,1/ 7/ 119/ ب,3417,رهن
28477644,أخرى,أخرى,409425,417٫78,980,20/03/2025,الشرقية,الاحساء,الدانة,4 / 1048,510 / د,
28477634,أخرى,أخرى,619200,720٫00,860,20/03/2025,عسير,خميس مشيط,غرناطة,2578 / 1443 / ع / 2,357,
28477600,أخرى,أخرى,231250,358٫75,644,20/03/2025,الرياض,الخرج,النهضة,بدون,57,
28477599,أخرى,أخرى,0,704٫00,0,20/03/2025,الشرقية,الخبر,قرطبة,ش خ 529,128,هبة
28477598,سكني,قطعة أرض,0,348٫54,0,20/03/2025,الشرقية,الخبر,بدون,الارشادى بالخبر الغربية,5,هبة
28477590,سكني,قطعة أرض,720000,360٫00,2000,20/03/2025,الرياض,الرياض,النظيم,3968,551,
28477574,أخرى,شقة,760000,133٫07,5711,20/03/2025,الشرقية,الخبر,الحزام الذهبي,81 / 2,6 / 3,
28477570,أخرى,أخرى,1440000,960٫00,1500,20/03/2025,الرياض,الرياض,ضاحية نمار,1629 / ط 2,585,
28477569,أخرى,أخرى,1150000,200٫00,5750,20/03/2025,الرياض,الرياض,المهدية,2566 / أ,6704 / 2,
28477565,أخرى,أخرى,80000,765٫75,104,20/03/2025,الشرقية,النعيريه,بدون,ش ن / 133 / معدل 1,369 / ح,
28477563,أخرى,أخرى,1260000,900٫00,1400,20/03/2025,الرياض,الرياض,ضاحية نمار,1629 / ط 2,590,
28477559,أخرى,أخرى,0,348٫76,0,20/03/2025,الشرقية,الخبر,بدون,بدون الارشادى بالخبر الغربية,9,هبة
28477558,سكني,قطعة أرض,100000,404٫84,247,20/03/2025,الرياض,الدوادمي,مركز عرجاء (أ),964,11  /  2,
28477551,سكني,قطعة أرض,100000,750٫00,133,20/03/2025,الرياض,القويعيه,بدون,1045/أ المحمدية,1439,
28477545,سكني,قطعة أرض,0,391٫05,0,20/03/2025,الشرقية,الخبر,الخبر الغربية,الارشادى,3,هبة
28477533,سكني,قطعة أرض,2600000,875٫00,2971,20/03/2025,الرياض,الرياض,الخير,3312/ ب,451,
28477526,أخرى,أخرى,890000,216٫00,4120,20/03/2025,الرياض,الرياض,عكاظ,3027 / أ,422 / 1 / 3,
28477504,أخرى,أخرى,33143125,3488٫75,9500,20/03/2025,الرياض,الرياض,النرجس,3818,تجاري / 36,
28477503,أخرى,شقة,650000,179٫20,3627,20/03/2025,حايل,حائل,قرية اجا,3008,2 / أ,
28477486,أخرى,أخرى,1100000,2000٫00,550,20/03/2025,الرياض,المزاحميه,بدون,جو,101,
28477483,أخرى,أخرى,1350000,900٫00,1500,20/03/2025,الرياض,الرياض,ضاحية نمار,1629 / ط 2,587,
28477477,تجاري,قطعة أرض,435000,600٫00,725,20/03/2025,عسير,خميس مشيط,شمال الخميس ج,691 / 1423 / ع / 2,293,
28477475,سكني,شقة,600000,213٫59,2809,20/03/2025,المدينة المنورة,المدينة المنورة,الحرة الشرقية القبلية,26/ 11/ ت,4,
28477474,أخرى,أخرى,0,697٫00,0,20/03/2025,نجران,نجران,الشرفه الجنوبيه أ,4 / ن / 1416هـ,878,هبة
28477472,أخرى,أخرى,100000,570٫22,175,20/03/2025,الجوف,سكاكا,الصالحية,13 / 1 / 2 / 1443,32,
28477465,سكني,شقة,0,98٫33,0,20/03/2025,مكة المكرمة,جده,المروة,426/ ب/ المعدل,13,هبة
28477460,أخرى,أخرى,0,704٫00,0,20/03/2025,الشرقية,الخبر,قرطبة,ش خ 529,127,هبة
28477449,أخرى,أخرى,4000000,900٫00,4444,20/03/2025,الرياض,الرياض,ظهرة لبن,2351 / و,3753,
28477448,أخرى,أخرى,1350000,900٫00,1500,20/03/2025,الرياض,الرياض,ضاحية نمار,1629 / ط 2,589,
28477447,أخرى,أخرى,0,191٫00,0,20/03/2025,عسير,ظهران الجنوب,وادى التين جهة المجزعة,بدون,أ ر ض,هبة
28477445,أخرى,أخرى,700000,500٫00,1400,20/03/2025,الشرقية,الاحساء,السلام الأول,4 / 895,26,
28477444,أخرى,أخرى,0,3217٫38,0,20/03/2025,الرياض,الزلفي,بدون,طريق مغيراء من بلاد الزلفى,33,هبة
28477443,أخرى,أخرى,800000,907٫00,882,20/03/2025,الرياض,الرياض,عريض,3096,770,
28477438,سكني,قطعة أرض,2038661,600٫00,3397,20/03/2025,مكة المكرمة,القنفذه,كدوة الأعرج,ى / 12 / 33,2352,رهن
28477426,أخرى,أخرى,1344000,960٫00,1400,20/03/2025,الرياض,الرياض,ضاحية نمار,1629 / ط 2,586,
28477422,أخرى,أخرى,31500000,900٫00,35000,20/03/2025,الرياض,الرياض,الملقا,3069,عدد العقارات 2-915-916,
28477419,سكني,قطعة أرض,0,587٫50,0,20/03/2025,الرياض,مرات,الدانة,505,238,هبة
28477417,سكني,قطعة أرض,0,315٫00,0,20/03/2025,الشرقية,الدمام,الشاطئ الشرقي,337 / 1,174 / 1 / 2,هبة
28477408,أخرى,شقة,829000,143٫83,5763,20/03/2025,الرياض,الرياض,الرمال,3242,4 / 1,
28477406,أخرى,أخرى,0,375٫00,0,20/03/2025,الشرقية,الاحساء,هجر السادس,4 / 640,165,هبة/ مشترك أو مشاع
28477398,سكني,قطعة أرض,1900000,1219٫29,1558,20/03/2025,عسير,خميس مشيط,الطلح,418 / 1415 / ج / 2,904,
28477388,سكني,شقة,685000,137٫41,4985,20/03/2025,الرياض,الرياض,المونسية,2497,66/8,صفقة بتمويل
28477385,أخرى,أخرى,6750000,644٫00,10481,20/03/2025,مكة المكرمة,جده,المحمدية,329 / ب,15,
28477372,أخرى,أخرى,500000,395٫00,1265,20/03/2025,الشرقية,القطيف,الوئام,ش ق 1457 معدل,2 / 273,
28477371,أخرى,أخرى,0,55720٫00,0,20/03/2025,الجوف,سكاكا,بدون,130 / 5 / 2 / 1400,2,هبة
28477369,أخرى,أخرى,1449000,630٫01,2299,20/03/2025,الشرقية,الدمام,الشعلة,ش د 1353,197,
28477353,أخرى,أخرى,100000,565٫58,176,20/03/2025,الجوف,سكاكا,الصالحية,13 / 1 / 2 / 1443,30,
28477349,أخرى,أخرى,1260000,900٫00,1400,20/03/2025,الرياض,الرياض,ضاحية نمار,1629 / ط 2,588,
28477335,أخرى,أخرى,2210000,651٫16,3393,20/03/2025,الشرقية,الخبر,بدون,بدون الارشادى بالثقبة,عدد العقارات 2-7-5,
28477319,تجاري,قطعة أرض,400000,734٫01,544,20/03/2025,حايل,حائل,المدائن,2020,6836,
28477313,أخرى,أخرى,245000,614٫11,398,20/03/2025,حايل,حائل,الثريا,2554,137,
28477312,أخرى,أخرى,150000,378٫00,396,20/03/2025,الرياض,الخرج,النهضة,بدون,52,
28477300,أخرى,أخرى,214000,600٫00,356,20/03/2025,مكة المكرمة,خليص,البرقاء,خ / 3 / 36,87,
28477272,أخرى,أخرى,856170,700٫00,0,20/03/2025,مكة المكرمة,مكة المكرمة,المحمدية,1 / 7 / 64 / أ,3522,فك رهن
28477269,أخرى,أخرى,1340000,750٫00,0,20/03/2025,الرياض,الرياض,النسيم الغربي,911,1123,رهن
28477265,سكني,شقة,363500,130٫88,2777,20/03/2025,القصيم,بريده,الريان,446/ 2/ ق,5,صفقة بتمويل
28477238,أخرى,أخرى,100000,612٫58,163,20/03/2025,الجوف,سكاكا,الصالحية,13 / 1 / 2 / 1443,74,
28477215,أخرى,شقة,1500000,212٫87,7046,20/03/2025,الرياض,الرياض,المونسية,2230,1 / أ,صفقة بتمويل
28477207,أخرى,أخرى,2200000,870٫00,2528,20/03/2025,الرياض,حريملاء,ملهم,706,107 / أ,
28477202,أخرى,أخرى,0,500٫00,0,20/03/2025,المدينة المنورة,المدينة المنورة,العزيزية بمنطقة البيداء,م / م / 936 / 1424,12,هبة
28477193,أخرى,أخرى,3000000,840٫00,3571,20/03/2025,الرياض,الرياض,بدر,2032 / ج,402,
28477188,أخرى,أخرى,1386000,990٫00,1400,20/03/2025,الرياض,الرياض,ضاحية نمار,1629 / ط 2,592,
28477184,سكني,شقة,0,147٫23,0,20/03/2025,الرياض,الرياض,لبن,2351,14/6,هبة
28477183,سكني,قطعة أرض,825000,638٫75,1291,20/03/2025,الشرقية,الخبر,الصواري,2 / 43,415,
28477167,أخرى,شقة,480000,145٫58,3297,20/03/2025,الشرقية,الخبر,بدون,ش خ 647,3 / 4,
28477157,أخرى,شقة,1125000,128٫67,8743,20/03/2025,الرياض,الرياض,الرمال,3242,6 / أ,
28477154,أخرى,أخرى,5011200,1728٫00,2900,20/03/2025,الرياض,الرياض,البيان,2670 / 28,عدد العقارات 2-256-257,
28477138,زراعي,أرض زراعية,3800501,10001٫32,380,20/03/2025,الرياض,حريملاء,دقله,266,9,
28477136,أخرى,أخرى,200000,378٫00,529,20/03/2025,الرياض,الخرج,النهضة,بدون,51,
28477130,أخرى,أخرى,100000,600٫00,166,20/03/2025,الجوف,سكاكا,الصالحية,13 / 1 / 2 / 1443,26,
28477126,زراعي,أرض زراعية,235812,48750٫00,4,20/03/2025,نجران,ثار,بدون,156,9,رهن
28477106,سكني,قطعة أرض,1195312,318٫75,3749,20/03/2025,الرياض,الرياض,الفاروق,3203 / 1,2547 / 1,
28477102,أخرى,أخرى,1375000,500٫00,2750,20/03/2025,الشرقية,الخبر,قرطبة,2 / 38,9,
28477075,أخرى,شقة,475000,131٫75,3605,20/03/2025,الرياض,الرياض,الحزم,2584,3 / 2,صفقة بتمويل
28477046,أخرى,أخرى,150000,323٫00,464,20/03/2025,الرياض,الخرج,النهضه,بدون,41,
28477038,أخرى,أخرى,408000,600٫00,680,20/03/2025,الرياض,الخرج,غياضة,1588,245,
28477036,أخرى,أخرى,6750000,644٫00,10481,20/03/2025,مكة المكرمة,جده,المحمدية,329 / ب,13,
28477001,سكني,قطعة أرض,960000,300٫00,3200,20/03/2025,الرياض,الرياض,الوسام,3955,530,
28476994,أخرى,أخرى,12000,686٫00,17,20/03/2025,الشرقية,حفر الباطن,السلمانية,ش / ر / 348 / ح/1445هـ,771,
28476981,أخرى,أخرى,0,640٫00,0,20/03/2025,جيزان,ضمد,خبت الفلق,بدون,154,هبة
28476975,أخرى,أخرى,0,450٫00,0,20/03/2025,جيزان,بيش,الخضراء1,94 / س / المعدل,2040,هبة
28476974,أخرى,شقة,500000,210٫11,2379,20/03/2025,الشرقية,الجبيل,العزيزية,7 / 199,2 / 1,
28476968,أخرى,أخرى,0,640٫00,0,20/03/2025,جيزان,ضمد,خبت الفلق,بدون,150,هبة
28476962,أخرى,أخرى,0,928٫00,0,20/03/2025,جيزان,جيزان,المحمدية 2 مدينة جازان,237,95,هبة
28476955,أخرى,أخرى,0,928٫00,0,20/03/2025,جيزان,جيزان,المحمدية 2 مدينة جازان,237,93,هبة
28476927,أخرى,أخرى,2220000,240٫00,9250,20/03/2025,الرياض,الرياض,الصفا,3203 / 1,1498 / 1,
28476910,سكني,وحدة عقارية,0,182٫73,0,20/03/2025,الرياض,الرياض,ديراب,1629 / ص,1 / أ,فرز/دمج
28476909,سكني,وحدة سكنية,0,203٫82,0,20/03/2025,الرياض,الرياض,ديراب,1629 / ص,1 / 1,فرز/دمج
28476908,سكني,وحدة سكنية,0,203٫81,0,20/03/2025,الرياض,الرياض,ديراب,1629 / ص,1 / 1,فرز/دمج
28476893,أخرى,أخرى,192000,440٫00,436,20/03/2025,الرياض,رماح,بدون,33,106,
28476869,أخرى,أخرى,528000,660٫00,800,20/03/2025,الرياض,ضرماء,البطين,282,277,
28476775,أخرى,أخرى,8400000,10041٫20,836,20/03/2025,مكة المكرمة,جده,البحيرات,100 / ج / س المعدل,484,
28476732,أخرى,شقة,580000,147٫15,3941,20/03/2025,الشرقية,الدمام,الندى,1095 / ش د,2 / ح1,
28476699,أخرى,أخرى,100000,600٫00,166,20/03/2025,الجوف,سكاكا,الصالحية,13 / 1 / 2 / 1443,24,
28476684,أخرى,أخرى,510400,638٫00,800,20/03/2025,الرياض,ضرماء,البطين,282,276,
28476681,سكني,قطعة أرض,75000,626٫18,119,20/03/2025,القصيم,البكيريه,الربوة,410 / ق,705,
28476680,سكني,قطعة أرض,1000000,550٫00,1818,20/03/2025,المدينة المنورة,المدينة المنورة,الرانوناء,607/ ت/ 1413,211,
28476649,أخرى,أخرى,0,720٫00,0,20/03/2025,الحدود الشمالية,عرعر,حى قرطبة,2 / د / ر / 1429,629 / د,هبة
